POST DATE,VENDOR,DESCRIPTION,QTY,INVOICE AMT,,,,,
07/01/14,Staples,"Pencils -  Yellow Pencils, No. 2, Soft, 72/Pk ",1, $	3.58 ,,,,,
07/09/14,Staples,Tax,1, $	3.57 ,,,,,
07/01/14,Staples,"Binder Clips - Assorted Sizes, Black, 60/Pk ",2, $	3.56 ,,,,,
07/09/14,Staples,Tax,1, $	3.48 ,,,,,
07/01/14,Staples,"Cleaner - Aerosol Sanitizing RTU Spray, Morning Linen™ Scent, 10 Oz. ",1, $	3.34 ,,,,,
07/01/14,Staples,"Markers - Sanford Uni Paint Marker, Medium Point, White Ink ",2, $	3.32 ,,,,,
07/01/14,Staples,"Correction Tape - 1 Line Regular, 1/5"" x 315"", 10/Pk ",1, $	3.31 ,,,,,
07/01/14,Staples,"Rubber Bands - #117B, 7"" x 1/8"", 1/4 lb., 50/Pk ",4, $	3.28 ,,,,,
07/01/14,Staples,"Laminating Pouches - Letter, 3 Mil, 9"" x 11 1/2"", 50/Pk ",2, $	3.26 ,,,,,
07/01/14,Staples,"Cleaner - Aerosol Sanitizing Spray, Revitalizing Fresh Breeze Scent, 10 Oz. ",1, $	3.21 ,,,,,
07/01/14,Staples,"Knife - Stanley Bostitch Plastic Retractable Utility Knife, Yellow ",2, $	3.20 ,,,,,
07/01/14,Staples,Tax,1, $	2.91 ,,,,,
07/01/14,Staples,"Markers - Sanford Uni-Paint Marker, 1.5mm Fine Point, White Ink ",2, $	2.82 ,,,,,
07/09/14,Staples,"Dividers -  Plastic Two-Pocket Insertable Tab, 5-Tab, Multicolor, 8 1/2"" x 11""",1, $	2.53 ,,,,,
07/09/14,Staples,Tax,1, $	2.46 ,,,,,
07/01/14,Staples,"Paper Clip - Dispenser, 100 Clip Capacity, Clear/Black, 4 1/2""H x 2 1/4""W x 2 1/4""D ",4, $	2.44 ,,,,,
07/01/14,Staples,Tax,1, $	2.40 ,,,,,
07/01/14,Staples,"Stapler - Standard Value Pack, Fastening Capacity 20 Sheets/20 lb., Black ",1, $	2.32 ,,,,,
07/01/14,Staples,"Binder Clips - ACCO Binder Clips, Black, Medium, 12/Bx ",3, $	2.25 ,,,,,
07/01/14,Staples,"CD/DVD Envelopes - 5""W x 5""H, White, 50/Bx ",3, $	2.13 ,,,,,
07/01/14,Staples,"Dispenser - Tape Dispenser, Two-Tone Silver/Black, 1"" Core",1, $	2.05 ,,,,,
07/01/14,Staples,"Scissors - Westcott KleenEarth Straight Scissors, Black, 8"" ",1, $	1.98 ,,,,,
07/01/14,Staples,"Cleaner - Pump Spray Cleaner, 8 oz. ",1, $	1.90 ,,,,,
07/01/14,Staples,"Post IT - Self-Stick Removable Notes, Blank, 3"" x 3"", Yellow, Dozen ",2, $	1.86 ,,,,,
07/09/14,Staples,"Index Cards -  Ruled One Side, White, 3""H x 5""W, 500/Pk",1, $	1.65 ,,,,,
07/01/14,Staples,"Laminating Pouches - Letter, 3 Mil, 9"" x 11 1/2"", 50/Pk ",1, $	1.63 ,,,,,
07/09/14,Staples,"Envelope Moistener - Dries Fast, Spring Valve Applicator ",2, $	1.62 ,,,,,
07/01/14,Staples,"Binder Clips - 3/4"" Size, Small, 3/8"" Capacity, Black, 40/Pk ",3, $	1.56 ,,,,,
07/01/14,Staples,"Pushpins -  Plastic Pushpins, Assorted Colors, 500/Pk ",1, $	1.54 ,,,,,
07/01/14,Staples,"Rubber Bands - #54, Assorted Sizes, 300/Pk ",1, $	0.82 ,,,,,
07/09/14,Staples,Tax,1, $	0.66 ,,,,,
07/01/14,Staples,"Paper clip - Jumbo Dispenser, 100 Clip, Clear/Black, 4 1/2""H x 2 1/4""W x 2 1/4""D ",1, $	0.61 ,,,,,
07/09/14,Staples,"Ruler - Metal Edge, 12"", Natural Finish",5, $	0.50 ,,,,,
07/01/14,Staples,"Paper Clip - Small Dispenser, 50 Clips Capacity, 2 3/4""H x 1 3/4""W x 1 3/4""D ",1, $	0.45 ,,,,,
07/09/14,Staples,Tax,1, $	0.34 ,,,,,
07/09/14,Staples,Tax,1, $	0.22 ,,,,,
07/09/14,Staples,Tax,1, $	0.04 ,,,,,
02/24/15,Sunset Scavenger,Purchase Order Increase,1," $	6,000.00 ",,,,,
07/09/14,Sunset Scavenger,Garbage Bins,1," $	1,700.32 ",,,,,
12/10/14,Sunset Scavenger,Garbage Bins,1," $	1,116.34 ",,,,,
07/09/14,Sunset Scavenger,Garbage Bins,1, $	811.73 ,,,,,
12/10/14,Sunset Scavenger,Garbage Bins,1, $	755.16 ,,,,,
07/09/14,Sunset Scavenger,Garbage Bins,1, $	700.00 ,,,,,
07/09/14,Sunset Scavenger,Garbage Bins,1, $	610.26 ,,,,,
12/10/14,Sunset Scavenger,Garbage Bins,1, $	588.15 ,,,,,
12/10/14,Sunset Scavenger,Garbage Bins,1, $	582.14 ,,,,,
12/10/14,Sunset Scavenger,Recycle My Junk,1, $	270.00 ,,,,,
09/09/14,Survey Monkey,Poll Worker Survey,1, $	300.00 ,,,,,
12/22/14,The Barricade Company - HAVA GRANT,"Cones - 28"" 10# Reflective Cones",50, $	937.50 ,,,,,
09/17/14,The Barricade Company - HAVA GRANT,"Cones - 28"" 10# Reflective Cones",25, $	471.25 ,,,,,
09/17/14,The Barricade Company - HAVA GRANT,Freight,1, $	95.00 ,,,,,
12/22/14,The Barricade Company - HAVA GRANT,Freight,1, $	95.00 ,,,,,
12/22/14,The Barricade Company - HAVA GRANT,Tax,1, $	90.34 ,,,,,
09/17/14,The Barricade Company - HAVA GRANT,Tax,1, $	50.94 ,,,,,
09/17/14,The Barricade Company - HAVA GRANT,Stencil - Oil Board Stencil,1, $	15.95 ,,,,,
12/23/14,The Chair Place,"Chair - 8235, Reimers",1, $	595.00 ,,,,,
12/23/14,The Chair Place,Tax,1, $	52.06 ,,,,,
10/03/14,Thrifty Car Rental,Total Charge for Election Vehicles,1," $	107,369.23 ",,,,,
10/03/14,Thrifty Car Rental,Vehicle - Sheriff - (150 MV) 6 Days,1," $	72,594.00 ",,,,,
10/03/14,Thrifty Car Rental,Vehicle - FEDS - (72 MV) 7 Days,1," $	40,652.64 ",,,,,
10/03/14,Thrifty Car Rental,Vehicle - District Lead - (6 Cargo & 9 MV) 15 Days,1," $	18,148.50 ",,,,,
10/03/14,Thrifty Car Rental,Vehicle - District Lead - (10 MV) 12 Days,1," $	9,679.20 ",,,,,
10/03/14,Thrifty Car Rental,Vehicle - Driver Dispatch - (15 MV) 3 Days,1," $	3,629.70 ",,,,,
08/14/14,Thrifty Car Rental,Vehicle - Monthly Rental Charge,4," $	3,616.00 ",,,,,
08/14/14,Thrifty Car Rental,Vehicle - Weekly Rental Charge,2, $	534.00 ,,,,,
10/08/14,Titan Outdoor,"Ads - Bus - King, 30 x 144, Media",25," $	15,312.50 ",,,,,
10/08/14,Titan Outdoor,"Ads - Rail - 2 Sheet, Media",10," $	12,500.00 ",,,,,
10/08/14,Titan Outdoor,"Ads - Bus - Interior Card, 11 x 28, Production","1,000"," $	2,556.50 ",,,,,
10/08/14,Titan Outdoor,"Ads - Bus - King, 30 x 144, Production",38," $	1,334.80 ",,,,,
10/08/14,Titan Outdoor,"Ads - Rail - 2 Sheet, Production",26, $	872.85 ,,,,,
10/08/14,Titan Outdoor,Tax,1, $	479.38 ,,,,,
10/08/14,Titan Outdoor,"Ads - Bus - Queen, 30 x 88, Production",10, $	251.76 ,,,,,
10/08/14,Titan Outdoor,"Ads - Bus - Tail, 21 x 70, Production",10, $	247.41 ,,,,,
10/08/14,Titan Outdoor,"Ads - Bus - King, 30 x 144, Production",6, $	215.33 ,,,,,
,"Toptek Micro C enter, Inc",IT - HP EliteBook 850G2 Notebook PC    ,," $	5,665.45 ",,,,,
,"Toptek Micro C enter, Inc",IT - Samsung 850 Pro Series Solid State Drive    ,," $	3,360.39 ",,,,,
,"Toptek Micro C enter, Inc",IT - Tax,," $	1,085.39 ",,,,,
,"Toptek Micro C enter, Inc",IT - ASUS Dual Band Wireless AC1900 Router    ,, $	994.95 ,,,,,
,"Toptek Micro C enter, Inc",IT - G.Skill Ripjaws Xseries 16GB 2x8GB    ,, $	747.20 ,,,,,
,"Toptek Micro C enter, Inc",IT - WD Black 750GB Mobile Drive    ,, $	635.30 ,,,,,
,"Toptek Micro C enter, Inc",IT - Pansonic HD Camcorder    ,, $	479.35 ,,,,,
,"Toptek Micro C enter, Inc",IT - WD My Passport Ultra Metal 2TB    ,, $	374.85 ,,,,,
,"Toptek Micro C enter, Inc",IT - ASUS Dual Band Wireless AC Adapter    ,, $	146.98 ,,,,,
,"Toptek Micro C enter, Inc",IT - California Recycle Fee,, $	20.00 ,,,,,
07/09/14,UPS Store 0361,Shipping - K & H IPS - Scanners,1, $	246.46 ,,,,,
07/09/14,UPS Store 0361,Shipping - Opex Corporation - Sample Ballots,1, $	218.00 ,,,,,
07/09/14,UPS Store 0361,Shipping - Dominion Voting Systems - Audio Units,1, $	214.76 ,,,,,
07/09/14,UPS Store 0361,Shipping - Agissar Corporation - Sample Ballots,1, $	208.66 ,,,,,
07/09/14,UPS Store 0361,Shipping - Opex Corporation - Sample Ballots,1, $	208.66 ,,,,,
07/09/14,UPS Store 0361,Shipping - K & H IPS - Scanners,1, $	196.57 ,,,,,
07/09/14,UPS Store 0361,Shipping - Dominion Voting Systems - Audio Units,1, $	162.01 ,,,,,
07/09/14,UPS Store 0361,Shipping - Runbeck - Agilis Contract,1, $	113.30 ,,,,,
07/09/14,UPS Store 0361,Shipping - Secretary of State - ,1, $	41.86 ,,,,,
07/09/14,UPS Store 0361,Shipping - Secretary of State - Statement Of Vote,1, $	29.76 ,,,,,
07/09/14,UPS Store 0361,Shipping - Alma Street Media - Proof of PW Manual,1, $	29.34 ,,,,,
07/09/14,UPS Store 0361,Shipping - IT Fleet Services - Return of Seals,1, $	10.56 ,,,,,
12/04/14,US Pure Water,Purchase Order Increase,1," $	1,500.00 ",,,,,
09/09/14,US Pure Water,"Labor, Filter Change Comm",1, $	85.00 ,,,,,
09/09/14,US Pure Water,"Labor, Filter Change Comm",1, $	75.00 ,,,,,
09/09/14,US Pure Water,10 Iron / Hardness,1, $	55.00 ,,,,,
09/09/14,US Pure Water,"HT 50M, CB",1, $	39.95 ,,,,,
09/09/14,US Pure Water,HT CTO,1, $	19.95 ,,,,,
09/09/14,US Pure Water,HT Sed,1, $	11.95 ,,,,,
09/09/14,US Pure Water,Tax,1, $	11.10 ,,,,,
12/11/14,USPS,USPS - ACS Invoice,1, $	42.69 ,,,,,
12/11/14,USPS,USPS - ACS Invoice,1, $	15.35 ,,,,,
07/03/14,USPS ,USPS - ACS Invoice,1, $	11.24 ,,,,,
10/30/14,USPS - BR# 13632-000,USPS - Annual Renewal Fee - BRM Permit,1, $	220.00 ,,,,,
10/30/14,USPS - BR# 13632-001,USPS - Annual Renewal Fee - BRM Annual Maintenance,1, $	685.00 ,,,,,
02/05/15,USPS - BR# 219000,USPS - Annual Renewal Fee - BRM Permit,1, $	220.00 ,,,,,
02/12/15,USPS - BR# 219000,USPS - Annual Renewal Fee - BRM Permit,1, $	220.00 ,,,,,
02/05/15,USPS - BR# 219001,USPS - Annual Renewal Fee - BRM Annual Maintenance,1, $	685.00 ,,,,,
02/12/15,USPS - BR# 219001,USPS - Annual Renewal Fee - BRM Annual Maintenance,1, $	685.00 ,,,,,
10/02/14,USPS - BR# 2750,Postage - Re- Issue of Check,1," $	6,271.33 ",,,,,
09/11/14,USPS - BR# 85814,VRC - Re- Issue of Check,1," $	1,000.00 ",,,,,
11/25/14,USPS - BR# 85814,VRC - Re- Issue of Check,1," $	1,000.00 ",,,,,
03/12/15,USPS - BR# 85814,VRC - Re- Issue of Check,1," $	1,000.00 ",,,,,
03/19/15,USPS - BR# 85814,USPS - Annual Maintenacne Fee BRM 85814-526,1, $	685.00 ,,,,,
07/10/14,USPS - PI #2750,USPS - Annual Renewal Fee - First Class Presort,1, $	220.00 ,,,,,
09/04/14,USPS - PI #2750,USPS - Annual Renewal Fee - Standard Mail,1, $	220.00 ,,,,,
03/19/15,USPS - PI# 376,USPS - PI# 376,1," $	40,000.00 ",,,,,
02/17/15,USPS - PI# 376,USPS - Annual Renewal Fee - First Class Presort,1, $	220.00 ,,,,,
02/17/15,USPS - PI# 376,USPS - Annual Renewal Fee - Standard Mail,1, $	220.00 ,,,,,
03/26/15,USPS #2750,Postage - Re- Issue of Check,1," $	8,760.38 ",,,,,
03/26/15,USPS #2750,Postage - Re- Issue of Check,1," $	5,321.85 ",,,,,
12/11/14,USPS #2750,Postage - Re- Issue of Check,1," $	4,764.82 ",,,,,
07/22/14,Vector,Movers - PUB Desks Moves to WH,4, $	567.00 ,,,,,
07/01/14,Verizon Wireless,Phones - Samsung S4,20," $	1,999.80 ",,,,,
07/01/14,Verizon Wireless,Tax,20, $	874.80 ,,,,,
09/09/14,Wise Trend,IT - Annual Support / Maintenance / Upgrades,1," $	4,800.00 ",,,,,
07/17/14,X Tech,RFID - Handheld Reader,20," $	53,493.80 ",,,,,
07/17/14,X Tech,RFID - Handheld Reader,10," $	26,746.90 ",,,,,
07/17/14,X Tech,RFID -  2 Year Extended Warranty,30," $	13,770.00 ",,,,,
07/17/14,X Tech,Tax,1," $	5,420.43 ",,,,,
07/17/14,X Tech,RFID -  Speedway Reader,3," $	4,497.00 ",,,,,
07/17/14,X Tech,"RFID -  Laird Antenna 9 Right Handed, 9 Left Handed)",18," $	2,700.00 ",,,,,
07/17/14,X Tech,Tax,1," $	2,340.35 ",,,,,
07/17/14,X Tech,"RFID -  Speedway Reader, 3 Year Extended Warranty",3," $	1,650.00 ",,,,,
07/17/14,X Tech,RFID -  Tripods for Portable RFID System,16, $	800.00 ,,,,,
07/17/14,X Tech,RFID -  Power Supply for Reader,3, $	210.00 ,,,,,
07/17/14,X Tech,RFID -  Antenna Cable Adapter Connector,16, $	80.00 ,,,,,
07/17/14,X Tech,RFID -  Antenna Hub,2, $	58.00 ,,,,,
07/17/14,X Tech,RFID -  Antenna Mounting Hardware,16, $	32.00 ,,,,,
07/17/14,X Tech,RFID -  Antenna Hub Cable,2, $	30.00 ,,,,,
07/17/14,X Tech,RFID -  Power Cord for Reader,3, $	27.00 ,,,,,
07/17/14,X Tech,RFID -  GPIO Adapter,2, $	20.00 ,,,,,
07/01/14,X Tech ,RFID - Milestone 1 : 40% Services Upon Issuance of Order,1," $	58,300.00 ",,,,,
07/01/14,X Tech ,RFID - Milestone 1 : Software Licensing,1," $	44,000.00 ",,,,,
07/01/14,X Tech ,RFID - Milestone 3 : Application Development & Configuration Services,1," $	21,862.50 ",,,,,
07/01/14,X Tech ,RFID - Milestone 2 : Documentation & Training,1," $	14,575.00 ",,,,,
07/01/14,X Tech ,RFID - Milestone 4 : Application Development & Configuration Services,1," $	7,700.00 ",,,,,
09/23/14,X Tech ,"inSync - Omni - ID IQ 400, 4"" x 1.25"" - Printed & Encoded","2,886"," $	6,204.90 ",,,,,
08/26/14,X Tech ,Insync - RFID Printer 300dpi with peeler,1," $	4,100.00 ",,,,,
09/23/14,X Tech ,"inSync - ALN - 9740 (Squiggle with Higgs - 4 IC), 4"" x 2"" - Printed & Encoded","3,600"," $	2,160.00 ",,,,,
09/23/14,X Tech ,Tax,1, $	896.96 ,,,,,
09/23/14,X Tech ,inSync - 1 Time Tooling Cost L1 (for both label tags),2, $	770.00 ,,,,,
09/23/14,X Tech ,"inSync - ALN - 9730 (Squigglette with Higgs - 4 IC), 3"" x 0.5"" - Printed & Encoded",614, $	614.00 ,,,,,
08/26/14,X Tech ,Tax,1, $	366.63 ,,,,,
09/23/14,X Tech ,"inSync - Omni - ID IQ 400, 4"" x 1.25"" - Blank",114, $	176.70 ,,,,,
09/23/14,X Tech ,inSync - 1 Time Tooling Cost L2 (for both label tags),1, $	165.00 ,,,,,
09/23/14,X Tech ,"inSync - ALN - 9730 (Squigglette with Higgs - 4 IC), 3"" x 0.5"" - Blank",136, $	88.40 ,,,,,
09/23/14,X Tech ,"inSync - ALN - 9740 (Squiggle with Higgs - 4 IC), 4"" x 2"" - Blank",144, $	72.00 ,,,,,
08/26/14,X Tech ,Insync -  USB for Printer,1, $	50.00 ,,,,,
08/26/14,X Tech ,Insync -  Printer Rolls,1, $	40.00 ,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
